video_id,title,description,published_at,video_link,category,image_120_90,image_320_180,image_480_360,owner,owner_url
3uiUHvET_jg,Yo-Yo Ma: NPR Music Tiny Desk Concert,"Aug. 17, 2018 | Tom Huizenga -- Why did Laurence Olivier return so often to Shakespeare's Othello? Why did Ansel Adams keep photographing the Grand Canyon? Obsessed or awestruck, artists revisit great inspirations because they believe there is yet another story to tell – about life, about themselves.

Cellist Yo-Yo Ma brought his great inspiration, and in turn part of his own life story, to an enthusiastic audience packed around the Tiny Desk on a hot summer day. Ma is returning, yet again, to the Six Suites for Unaccompanied Cello by Johann Sebastian Bach, a Mount Everest for any cellist. He has just released his third studio recording of the complete set and is taking the music on a two-year, six-continent tour. Ma's first recording of the Suites, released in 1983, earned him his first Grammy.

Ma has played the music for 58 years and along the way it's become something of a practical guide to living, pulling him through hardships and celebrating times of joy. ""It's like forensic musicology,"" Ma told the Tiny Desk audience. ""Embedded in the way I play is actually, in many ways, everything I've experienced.""

The undulating ""Prelude"" from the Suite No. 1 was the very first music Ma ever played. He was four years old. The soulful ""Sarabande"" from the Sixth Suite has served dual purposes, Ma explained. ""I've played this piece both at friends' weddings, and unfortunately also at their memorial services."" And the exuberant ""Gigue,"" from the Third Suite, with its toe-tapping beat, reminds us that Bach was far from a stuffed wig. Such is this sturdy, versatile and benevolent music, offering a full range of the human condition.

And then there is Ma. Certainly one of the most brilliant cellists of modern times, he's also a thoughtful, curious humanitarian, with an endless thirst to understand, celebrate, and connect disparate cultures of the world.

He's also a true mensch. As soon as he arrived at our office to play, Ma unpacked his cello – a famed 1712 Stradivarius – and immediately handed it over, with his bow, and said, ""Here play something."" It didn't matter that I'd never held a cello. It was just another one of Yo-Yo Ma's warm and welcoming gestures, another way to open up music to anyone and everyone.

Set List
J.S. Bach: ""Prelude (from Suite No. 1 for Solo Cello)""
J.S. Bach: ""Sarabande (from Suite No. 6 for Solo Cello)""
J.S. Bach: ""Gigue (from Suite No. 3 for Solo Cello)""

Credits
Producers: Tom Huizenga, Kara Frame; Creative Director: Bob Boilen; Audio Engineer: Josh Rogosin; Videographers: Morgan Noelle Smith, Kara Frame; Photo: Samantha Clark/NPR.",2018-08-17 13:31:24,https://www.youtube.com/watch?v=3uiUHvET_jg,NORMAL,https://i.ytimg.com/vi/3uiUHvET_jg/default.jpg,https://i.ytimg.com/vi/3uiUHvET_jg/mqdefault.jpg,https://i.ytimg.com/vi/3uiUHvET_jg/hqdefault.jpg,NPR Music,https://www.youtube.com/channel/UC4eYXhJI4-7wSWc8UNRwD4A
4cfmEgpOOZk,Erykah Badu: NPR Music Tiny Desk Concert,"Aug. 15, 2018 | Felix Contreras -- Some folks around the NPR Music office said they felt an almost spiritual connection to Erykah Badu during her visit to the Tiny Desk. And that was before she and her band even played a single note. It came from the waft of earthly scents that followed in her wake, to the flowing dreads and clothes that hung on her like robes.

After her self-introduction, which included a rundown of her spiritual and creative aliases, Badu rolled into one of her earliest musical calling cards, ""Rimshot."" It's an ode to the sound the percussionist makes when a drumstick is struck against the metal edge of the snare drum. On this performance, as on her 1997 album Baduizm, it becomes a device to play with time — stretching it, stopping it, suspending it. Propelled by jazz chords on the piano and the steady pulse of the acoustic bass, the playful performance unfolded in the tradition of the best bebop.

But the panoramic song ""Green Eyes"" is the centerpiece of Badu's Tiny Desk performance. It's wide-ranging in scope and musical arrangement and brilliantly executed by the jazz and hip-hop musicians in her backing band. The story of heartbreak is striking enough, but her interpretation showcases her formidable vocal skills. By the time it was over, we were all just as emotionally and spiritually spent as she was from the experience.

Erykah Badu is an artist for the ages. To old-school jazz fans like myself, names like Nina Simone, Betty Carter and Shirley Horn come to mind as much as Billie Holiday because of Badu's singular approach to a lyric. They all cut their own creative path and left behind a legacy that you can identify with just one note. Erykah Badu is on that same path, and one day her name will be mentioned along with the other Elders who share her spirit of musical adventure.

Set List
""Rimshot""
""Green Eyes""

Musicians
Erykah Badu (lead vocals), RC Williams (Keys), Braylon Lacy (bass), Cleon Edwards (Drums), Frank Moka (Percussion), Kenneth Whalum (Sax), Keyon Harrold (Trumpet), Dwayne Kerr (Flute)

Credits
Producers: Abby O'Neill, Morgan Noelle Smith; Creative Director: Bob Boilen; Audio Engineer: Josh Rogosin; Videographers: Morgan Noelle Smith, Maia Stern, Kara Frame, Khun Minn Ohn, CJ Riculan; Production Assistants: Catherine Zhang, Téa Mottolese; Photo: Morgan Noelle Smith/NPR.",2018-08-15 13:20:41,https://www.youtube.com/watch?v=4cfmEgpOOZk,NORMAL,https://i.ytimg.com/vi/4cfmEgpOOZk/default.jpg,https://i.ytimg.com/vi/4cfmEgpOOZk/mqdefault.jpg,https://i.ytimg.com/vi/4cfmEgpOOZk/hqdefault.jpg,NPR Music,https://www.youtube.com/channel/UC4eYXhJI4-7wSWc8UNRwD4A
IDksWTzZQ2c,Tower of Power: NPR Music Tiny Desk Concert,"Aug. 13, 2018 | Felix Contreras -- When the 10 members of Tower of Power were in place behind Bob Boilen's desk, strategically positioned around the band's famous five-piece horn section, their first collective blast three beats into the sound check literally made the video crew jump. It was more a force of nature than a sound, and an impressive display of the ""five fingers operating as one hand"" concept of band cohesiveness.

From the group's beginning in Oakland in 1968, its soul disciples stood out from the peace-and-love scene in the San Francisco Bay. Their dedication to the horn-driven soul heard on recordings from the Stax and Atlantic record labels evolved to such a sophisticated level as to make the Tower of Power Horns an entity unto themselves. Eventually artists as diverse as Santana, the Grateful Dead and even Elton John enlisted them to give their music an authentic connection to the scene.

I have to confess that this show was mostly a labor of self-indulgent love, since I've been a fan since about 1972. So it was a joy to listen to the unmistakable sounds of my youth as the band delivered both ""What Is Hip"" and ""So Very Hard to Go"" with so much vitality, it sounded as if they were just written last week. During the performance of the title track from their new album, ""The Soul Side of Town,"" the playing, the passion and the precision remains unchanged after all the years.

1968 was one hell of a year musically, as we've seen from this year's many anniversary celebrations of albums, events and bands. Add Tower of Power to that shortlist of artists for whom that moment was an early rehearsal for what would become a five decade career. A band this big will inevitably have some members come and go, but it's important to note that the original songwriting nucleus of bari saxophonist Stephen ""Funky Doctor"" Kupa and bandleader/tenor saxophonist Emilio Castillo continue to write and perform, as does original drummer David Garibaldi.

I want to write that the band has become an institution. But that conjures images of stuffy old men looking down professorially on youthful funksters, occasionally showing them how it was done in a long-lost golden era. Instead, Tower of Power remains as vital and full of life-affirming funk and soul, if not more, as they were in 1968. The band's dedication, hard work and connection to us long-time fans prove that a good idea is timeless. If you need proof, just watch this video.

Congrats, fellas. It's been a very soulful 50 years.

Set List
""On the Soul Side of Town""
""So Very Hard to Go""
""What Is Hip?""

Credits
Producers: Felix Contreras, Morgan Noelle Smith; Creative Director: Bob Boilen; Audio Engineer: Josh Rogosin; Videographers: Morgan Noelle Smith, Maia Stern, Becky Harlan, CJ Riculan; Production Assistant: Catherine Zhang; Photo: Samantha Clark/NPR.",2018-08-13 13:24:22,https://www.youtube.com/watch?v=IDksWTzZQ2c,NORMAL,https://i.ytimg.com/vi/IDksWTzZQ2c/default.jpg,https://i.ytimg.com/vi/IDksWTzZQ2c/mqdefault.jpg,https://i.ytimg.com/vi/IDksWTzZQ2c/hqdefault.jpg,NPR Music,https://www.youtube.com/channel/UC4eYXhJI4-7wSWc8UNRwD4A
S_noXwzjavs,DAWN: NPR Music Tiny Desk Concert,"Aug. 10, 2018 | Lars Gotrich -- DAWN has a breathless enthusiasm for shape-shifting pop music. Her discography is a bedazzled collage of heart-bursting rave and extraterrestrial dance-pop — but for her Tiny Desk, the L.A.-based singer and producer strips three songs to just the essentials, illuminating the impeccable songwriting behind the wild combination of sounds.

Dawn Richard — who went by D∆WN for a while, and now just prefers DAWN — opens this set with ""Waves,"" transforming the trap-laced anthem for ""underpaid, underappreciated, undervalued and undermined"" women into a classic girl group song, flanked by two harmonizing vocalists. ""If you feelin' stress up in yo chest / Cause they forgot that you the best / Wave ya money,"" they sing, complete with immediately GIF'able dance moves. It's positively electric.

""Waves"" is followed by two songs from Redemption (my personal favorite album of 2016). Both ""Vines (Interlude)"" and, here, a funky revitalization of ""Lazarus,"" speak to Richard's mission to expand our preconceptions about who gets to make what kind of music.

""I find it interesting when you're a brown or black girl and you try to do something beyond R&B and hip-hop, it's not always cool,"" Richard says before performing ""Lazarus."" ""They don't get it. They think you're trying too hard. They don't know where to place you. I wrote this record because sometimes you're misunderstood. You know exactly who you are, but everyone else can't quite figure you out. I wrote this record for that person.""

Set List
""Waves""
""Vines (Interlude)""
""Lazarus""

Musicians
DAWN (lead vocals), Kene Alexander (backing vocals), Chaynler Stewart (backing vocals), Ben Epand (guitar), William DeLelles (electronics)

Credits
Producers: Lars Gotrich, Morgan Noelle Smith; Creative Director: Bob Boilen; Audio Engineers: Josh Rogosin, J. Czys; Videographers: Morgan Noelle Smith, Maia Stern, Beck Harlan; Production Assistants: Stefanie Fernández; Photo: Eslah Attar/NPR.",2018-08-10 12:26:34,https://www.youtube.com/watch?v=S_noXwzjavs,NORMAL,https://i.ytimg.com/vi/S_noXwzjavs/default.jpg,https://i.ytimg.com/vi/S_noXwzjavs/mqdefault.jpg,https://i.ytimg.com/vi/S_noXwzjavs/hqdefault.jpg,NPR Music,https://www.youtube.com/channel/UC4eYXhJI4-7wSWc8UNRwD4A
Mub2i2BoHpM,Haley Heynderickx: Tiny Desk Concert,"Aug. 3, 2018 | Bob Boilen -- It's fitting for Haley Heynderickx to be singing at the Tiny Desk. The Portland singer entered our Tiny Desk Contest three years in a row with strong, though often frail songs. And she'd be among the first to tell you how entering that Tiny Desk Contest changed her life.

Unlike her solo acoustic contest entries, which are quiet, mostly solemn affairs, Haley Heynderickx came to NPR's Tiny Desk with her band: Denzel Mendoza on trombone, Lily Breshears on Moog bass, and Phil Rogers on drums. They opened with the song that is most out of character for Haley, a song she wrote as part of a song challenge and she challenged the crowd here at NPR to a sing-a-long. We didn't do so well, it was early in the day — but this song about self-doubt and searching for life's meaning with its cathartic phrase ""I need to start a garden"" (which is also the title to her 2018 debut) is a potent reminder to take action when life gets bewildering.

The second song, ""No Face,"" is a reminder to love people as kindly as you can; otherwise you'll wind up like the character No Face from the Hayao Miyazaki film Spirited Away. In introducing the final song, ""Worth It,"" Haley Heynderickx told the Tiny Desk crowd that it was written in a basement with the belief that it would never leave that basement. With this performance now behind her and the chance for hundreds of thousands of people to hear these personal but universal songs, there will be many of us, myself included, thrilled that her songs are out in the open, ready to be heard.

Set List
""Oom Sha La La""
""No Face""
""Worth It""

Musicians
Haley Heynderickx (vocals, guitar), Denzel Mendoza (trombone), Lily Breshears (Moog bass), Phil Rogers (drums)

Credits
Producers: Bob Boilen, Morgan Noelle Smith; Creative Director: Bob Boilen; Audio Engineer: Josh Rogosin; Videographers: Morgan Noelle Smith, CJ Riculan, Maia Stern; Production Assistants: Catherine Zhang, Téa Mottolese; Photo: Eric Lee/NPR.",2018-08-03 15:48:30,https://www.youtube.com/watch?v=Mub2i2BoHpM,NORMAL,https://i.ytimg.com/vi/Mub2i2BoHpM/default.jpg,https://i.ytimg.com/vi/Mub2i2BoHpM/mqdefault.jpg,https://i.ytimg.com/vi/Mub2i2BoHpM/hqdefault.jpg,NPR Music,https://www.youtube.com/channel/UC4eYXhJI4-7wSWc8UNRwD4A
QrR_gm6RqCo,Mac Miller: NPR Music Tiny Desk Concert,"Watch Mac Miller play ""Small Worlds"", ""What's the Use? (Feat. Thundercat)"" and ""2009"" at the Tiny Desk.

Did you know you can watch new Tiny Desk Concerts on npr.org ONE WEEK before they go up on YouTube? Click here: https://www.npr.org/tinydesk

Follow NPR Music:
Twitter: https://twitter.com/nprmusic
Instagram: https://www.instagram.com/nprmusic


Aug. 6, 2018 | Bobby Carter -- There was a shift in Mac Miller's boisterous demeanor as he started the third of his three-song Tiny Desk set. It's the first time he's performed tracks from his new album, Swimming, in front of an audience. On ""2009,"" he rubbed his chin with clinched eyes, looking like a young man who's beginning to crack the code. Backed by a piano loop and a string quartet, he reflected on his journey's peaks and valleys thus far.

I ain't asking why no more
I know I'll take it if it's mine
I don't stay inside the lines
It ain't 2009 no more
Yeah, I know what's behind that door

With nearly a decade under his belt at 26 years old, these words ring like an artist twice his age.

We were introduced to Mac Miller via 2011's XXL Freshman Class, which featured a special crop of MCs such as Kendrick Lamar, Meek Mill and YG, all of whom are now considered in the upper echelon of hip-hop. After his big splash, he's been able to find a groove and consistently release quality rap records, ultimately keeping his name in the conversation with the other young greats. His 2011 album, Blue Slide Park, reached No. 1 on the Billboard 200, the first independently distributed debut album to do so since 1995's Dogg Food by Tha Dogg Pound. These consecutive triumphs amassed plenty of fame, fortune and insurmountable obstacles, causing a stumble here and there. Throughout the years, however, Mac has brushed himself off and put it in the music.

For this performance, Mac Miller invited frequent collaborator Thundercat, who graced the Tiny Desk last year and will join Mac on tour this fall. Thundercat put on a dazzling shaker routine and played the deep centerpiece bass line on ""What's The Use?"" These Swimming iterations don't veer far away from the recorded versions, but here, his lyrics seem easier to interpret under live instrumentation.

Set List
""Small Worlds""
""What's the Use? (Feat. Thundercat)""
""2009""

Musicians
Mac Miller (Vocals), Thundercat (Bass), Justus West (Guitar), Klynik (Keys), Joe Cleveland (Bass), Kendall Lewis (Drums), Robin Fay-Massie (Violin), YaShauna Swan (2nd Violin), Lelia Walker (Viola), Melanie Hsu (Cello)

Credits
Producers: Bobby Carter, Morgan Noelle Smith; Creative Director: Bob Boilen; Audio Engineer: Josh Rogosin; Videographers: Morgan Noelle Smith, CJ Riculan, Beck Harlan, Khun Minn Ohn; Production Assistants: Catherine Zhang, Téa Mottolese; Photo: Eslah Attar/NPR.

0:00 Introduction
0:16 Mac Miller Small Worlds
5:44 Mac Miller feat. Thundercat What's the Use?
11:42 Mac Miller 2009",2018-08-06 19:29:31,https://www.youtube.com/watch?v=QrR_gm6RqCo,NORMAL,https://i.ytimg.com/vi/QrR_gm6RqCo/default.jpg,https://i.ytimg.com/vi/QrR_gm6RqCo/mqdefault.jpg,https://i.ytimg.com/vi/QrR_gm6RqCo/hqdefault.jpg,NPR Music,https://www.youtube.com/channel/UC4eYXhJI4-7wSWc8UNRwD4A
4kPRyzb9Z44,Del McCoury Band: NPR Music Tiny Desk Concert,"Aug. 1, 2018 | Bob Boilen -- There is a moment, near the top of this Tiny Desk concert — when three voices gather 'round a single microphone to deliver the chorus of ""That Ol' Train"" — that is so pure and beautiful it made my eyes well up with tears when we filmed it. Not since bluegrass legend Ralph Stanley played the Tiny Desk in 2009 have I felt vocals resonate so deeply.

Del McCoury is another bluegrass legend, singing, playing guitar and writing songs for the past 60 years, including his days with the ""father of bluegrass,"" Mr. Bill Monroe. The Del McCoury Band itself is 50 years strong, and these days includes Del's sons Robbie on banjo and Ronnie on mandolin and vocals. All are astonishing players, here joined by the five-time award-winning fiddling of Jason Carter and this year's International Bluegrass Music Association bass player of the year Alan Bartram.

For their visit to the Tiny Desk, the group brought along some traveling songs. The first (of two) train tunes, ""That Ol' Train,"" comes from their new album Del McCoury Still Sings Bluegrass, while their closing gospel tale ""All Aboard"" is a staple from 2001's Del and the Boys. The other (a motorcycle song), ""1952 Vincent Black Lightning,"" was written by another master of his craft, British folk icon Richard Thompson, and has been a part of Del's repertoire for a while now. It shows not only the deep connection that bluegrass has to British folk music, but also Del McCoury's willingness to keep his sound fresh all these years on.

These are story songs; Del is, of course, quite the storyteller, taking his time between them to reminisce. At 79 years old, he's got a lot of them tell.

Set List

""That Ol' Train""
""1952 Vincent Black Lightning""
""All Aboard""

Musicians
Del McCoury (vocals, guitar), Ronnie McCoury (mandolin), Rob McCoury (banjo), Alan Bartram (bass), Jason Carter (fiddle)

Credits
Producers: Bob Boilen, Morgan Noelle Smith; Creative Director: Bob Boilen; Audio Engineer: Josh Rogosin; Videographers: Morgan Noelle Smith, Bronson Arcuri, Khun Minn Ohn; Production Assistants: Catherine Zhang, Téa Mottolese; Photo: Samantha Clark/NPR.",2018-08-01 13:28:51,https://www.youtube.com/watch?v=4kPRyzb9Z44,NORMAL,https://i.ytimg.com/vi/4kPRyzb9Z44/default.jpg,https://i.ytimg.com/vi/4kPRyzb9Z44/mqdefault.jpg,https://i.ytimg.com/vi/4kPRyzb9Z44/hqdefault.jpg,NPR Music,https://www.youtube.com/channel/UC4eYXhJI4-7wSWc8UNRwD4A
qV3QhRG3KwY,Flasher: NPR Music Tiny Desk Concert,"July 31, 2018 | Bob Boilen -- Flasher are a rock trio where the crafted details of its songs aren't buried by a clear love of noise. But for its visit to the Tiny Desk, this young Washington trio set aside the distortion and worked up a semi-acoustic set of three songs — taken from its debut album, Constant Image, released on Domino in early June — with vocals made central; voices sometimes in unison, sometimes swapping leads, adding a shifting point of view to songs that, on record, give equal footing to a precise noise.

These three high school friends, Taylor Mulitz (guitar, vocals), Daniel Saperstein (bass, guitar) and Emma Baker (drums) have been bouncing around the D.C. punk scene of house shows and DIY venues for some time. Washington, D.C. can feel like a small town at times: I've been aware of Taylor's work for a while, through in the potent D.C. band Priests; Daniel I've known (a bit) since he was a child, mostly from Hanukkah parties with his family (his mom was the executive producer at All Things Considered when I was the show's director); Emma can be seen playing around town with another band, Big Hush.

In Flasher's work I hear the influence of one of my favorite bands, Wire, especially its more aggressively textured sounds from the late '70s. But Flasher is not a throwback band; there's vitality to its sound that doesn't come from the past, but from swift imaginations — which you can hear in the way they've rearranged these songs for an intimate setting — and the tender hearts portrayed in their words. Its visit to the Tiny Desk shows off those creative energies, made lovingly vulnerable.

Set List

""Pressure""
""XYZ""
""Who's Got Time?""

Musicians
Taylor Mulitz, Daniel Saperstein, Emma Baker.

Credits
Producers: Bob Boilen, Morgan Noelle Smith; Creative Director: Bob Boilen; Audio Engineer: Josh Rogosin; Videographers: Morgan Noelle Smith, Khun Minn Ohn; Production Assistants: Catherine Zhang, Téa Mottolese; Photo: Eslah Attar/NPR.",2018-07-31 14:06:05,https://www.youtube.com/watch?v=qV3QhRG3KwY,NORMAL,https://i.ytimg.com/vi/qV3QhRG3KwY/default.jpg,https://i.ytimg.com/vi/qV3QhRG3KwY/mqdefault.jpg,https://i.ytimg.com/vi/qV3QhRG3KwY/hqdefault.jpg,NPR Music,https://www.youtube.com/channel/UC4eYXhJI4-7wSWc8UNRwD4A
NoPz80SCCg0,Lalah Hathaway: NPR Music Tiny Desk Concert,"July 25, 2018 | Felix Contreras -- Lalah Hathaway comes from royalty: Her late father Donny Hathaway's voice was crucial for my generation, setting the bar for inspired, old-school soul singing. But living in that kind of shadow can also be a burden, robbing the offspring of an identity apart from that of the famous parent.

The younger Hathaway's appearance behind the Tiny Desk pulls back the curtain a bit for a close-up encounter with her powerfully expressive voice. The lower registers always draw me in, and in ""Change Ya Life,"" Hathaway's dusky contralto paints an exciting portrait of blissful cohabitation — but on her terms. ""I'm going to teach you how to treat me like I deserve,"" she sings, adding, ""I'll give you the world."" She draws on a tradition of romance and sensuality in the best soul music, but with a feminist twist that eschews old-school, male-centric lyrics and attitudes.

Lyrics alone do not convey that kind of spirit. It's in Hathaway's delivery — self-assured yet vulnerable. ""Boston,"" her ode to her second home (she's from Chicago), is a meditation on self-discovery and longing. The band — electric piano, bass, drums — perfectly straddles slow-jam R&B and a jazz-ballad sensibility.

So much of the most powerful music from the Civil Rights Era wasn't about literal accounting of injustices; many of those songs enshrouded morality plays in the guise of romantic longing. Hathaway introduces the set-closing title track of her new album Honestly as an explicit reflection ""of my country at this time."" If you heard it for the first time without the introduction, it comes across as a lover's lament. But Hathaway's soaring vocals infuse it with the passion of resistance to bring her set to a close on a hopeful, joyous note.

Set List
""Change Ya Life""
""Boston""
""Honestly""

Musicians
Lalah Hathaway (vocals); Lynnette Williams (keys); Eric Smith (bass); Varo Johnson (drums).

Credits
Producers: Abby O'Neill, Morgan Noelle Smith; Creative Director: Bob Boilen; Audio Engineer: Josh Rogosin; Videographers: Morgan Noelle Smith, Khun Minn Ohn, Kara Frame; Production Assistant: Catherine Zhang; Photo: Eslah Attar/NPR.",2018-07-25 13:03:10,https://www.youtube.com/watch?v=NoPz80SCCg0,NORMAL,https://i.ytimg.com/vi/NoPz80SCCg0/default.jpg,https://i.ytimg.com/vi/NoPz80SCCg0/mqdefault.jpg,https://i.ytimg.com/vi/NoPz80SCCg0/hqdefault.jpg,NPR Music,https://www.youtube.com/channel/UC4eYXhJI4-7wSWc8UNRwD4A
38AYaRYfLqQ,The King's Singers: NPR Music Tiny Desk Concert,"July 23, 2018 | Tom Huizenga -- Fifty years ago, a group of six guys walked on a London stage to perform for the first time as The King's Singers. They were choral scholars and graduates from King's College, part of England's venerable Cambridge University.

The group quickly earned a reputation for its precise and warm close-harmony singing, which is as strong as ever today. There have been more than 150 King's Singers recordings, Grammy and Emmy awards, and countless concerts and television appearances. New singers, of course, have cycled through over five decades, but the six-man vocal setup has remained constant: two countertenors, one tenor, two baritones and a bass. Also unchanged is the group's penchant for singing just about every style of music.

So it is no surprise that the current iteration of The King's Singers — in the midst of their 50th-anniversary tour — brings a diverse set list to the Tiny Desk, including a Beatles tune and a bawdy madrigal from the 1500s.

Notice the glistening top end on Lennon and McCartney's ""I'll Follow the Sun,"" courtesy of countertenors Timothy Wayne-Wright and Patrick Dunachie. ""Shenandoah,"" the traditional American song, sports a velvety carpet of accompaniment for baritone Christopher Bruerton's lead. The blend of light and color shifts beautifully in Bob Chilcott's diaphanous arrangement.

""Horizons,"" with its cinematic hissing, humming and other special effects, tells a tragic story of the San people of Southern Africa, while the rhythmic and risqué ""Dessus le marché d'Arras"" channels a bustling 16th-century French marketplace.

The King's Singers remains a vocal juggernaut, playing 150 concerts in this anniversary year. With its power, finesse and silky blend, the group is like some close-harmony Ferrari that can purr and growl, leaving you amazed at the splendor of the human voice.

Set List

""I'll Follow the Sun"" (Lennon-McCartney, arr. Bill Ives)
""Shenandoah"" (arr. Bob Chilcott)
""Horizons"" (Peter Louis van Dijk)
""Dessus le marché d'Arras"" (Lassus)

Musicians
Patrick Dunachie, Timothy Wayne-Wright (countertenors); Julian Gregory (tenor); Christopher Bruerton, Christopher Gabbitas (baritones); Jonathan Howard (bass)

Credits
Producers: Tom Huizenga, Morgan Noelle Smith; Creative Director: Bob Boilen; Audio Engineer: Suraya Mohamed; Videographers: Niki Walker, CJ Riculan, Maia Stern; Production Assistant: Joshua Bote; Photo: Eslah Attar/NPR.",2018-07-23 13:39:47,https://www.youtube.com/watch?v=38AYaRYfLqQ,NORMAL,https://i.ytimg.com/vi/38AYaRYfLqQ/default.jpg,https://i.ytimg.com/vi/38AYaRYfLqQ/mqdefault.jpg,https://i.ytimg.com/vi/38AYaRYfLqQ/hqdefault.jpg,NPR Music,https://www.youtube.com/channel/UC4eYXhJI4-7wSWc8UNRwD4A
TpO_8tk6yNQ,Ólafur Arnalds: NPR Music Tiny Desk Concert,"July 19, 2018 | Bob Boilen -- It's as if the pianos were haunted. Somewhere about midway through this Tiny Desk, as Icelandic composer Ólafur Arnalds performed on his electronic keyboard, two upright pianos were playing lilting melodies behind him, absent any performer at the keys. And yet these ""ghosts,"" along with Ólafur's band of strings and percussion, put together some of the most beautiful music I've heard at the Tiny Desk, made all the more mysterious through its presentation.

About ten minutes into the performance Ólafur looked behind him at the two pianos, looked to the NPR crowd and said, ""well I guess you're all wondering 'what and why,' to which there's no easy answer."" He hit the keys on his electronic keyboard and the two pianos behind responded with cascading, raindrop-like notes. ""What I can say,"" he continued, ""is that I've spent two years and all of my money on this — to make my pianos go bleep-bloop."" What Ólafur was referring to is software that he and his coder friend, Halldór Eldjárn developed. A computer, loaded with this musical software (which Ólafur calls the Stratus system), ""listens"" to Ólafur's keyboard performance and responds by creating patterns that are musically in tune with the chord or notes Ólafur performed.

So why do this? Basically, it's a way to break out of the box musicians often fall back on as performers — the familiar responses that years of playing can reinforce. With that is the hope that the computer will create a response that is unfamiliar and, in some cases through speed of performance and the sheer number of notes played, impossible for a human to have made. So, it breathes new life into the music for the listener and the performer.

It was a gently stunning and memorable Tiny Desk. More of these creations can be heard on Ólafur Arnalds' brilliant, fourth solo album re: member. The full album is out August 24 on Mercury KX.

Set List

""Árbakkinn""
""Unfold""
""Saman""
""Doria""

Musicians
Ólafur Arnalds (keys), Viktor Arnason (violin), Unnur Jónsdóttir (cello), Katie Hyun (violin), Karl James Pestka (viola), Manu Delago (percussion)

Credits
Producers: Bob Boilen, Morgan Noelle Smith; Creative Director: Bob Boilen; Audio Engineers: Josh Rogosin, Dominik Piorr; Audio Mix: Ólafur Arnalds; Videographers: Morgan Noelle Smith, CJ Riculan, Bronson Arcuri, Khun Minn Ohn; Production Assistants: Catherine Zhang, Téa Mottolese; Photo: Eric Lee/NPR.",2018-07-19 16:09:27,https://www.youtube.com/watch?v=TpO_8tk6yNQ,NORMAL,https://i.ytimg.com/vi/TpO_8tk6yNQ/default.jpg,https://i.ytimg.com/vi/TpO_8tk6yNQ/mqdefault.jpg,https://i.ytimg.com/vi/TpO_8tk6yNQ/hqdefault.jpg,NPR Music,https://www.youtube.com/channel/UC4eYXhJI4-7wSWc8UNRwD4A
1PYNStp9jY0,The Midnight Hour: NPR Music Tiny Desk Concert,"July 18, 2018 | Sidney Madden -- Tiny Desk concerts usually take place in the afternoon.

It might come as a surprise for a 1990s-era hip-hop artist and composer to deliver a sultry set of jazz fusion — one that seems better suited for midnight hours in a smoky club than late afternoon in a newsroom office — but keep in mind, the Tiny Desk itself was a surprise at its inception.

After years of produced releases and jam sessions, A Tribe Called Quest's Ali Shaheed Muhammad and composer Adrian Younge formed The Midnight Hour in 2018 and released a 20-track album of the same name that bathes fans in an elixir of hip-hop, R&B and jazz.

For the new band's Tiny Desk, the talented pair of impresarios — Younge stationed behind the keys with an undone satin bow tie and vaguely opaque glasses, Muhammad with a blue pinstriped suit and deep violet Fender guitar — turned their concert into a family affair, leading a six-piece band with interchanging vocalists through a stirring four-song set.

The session started with ""Black Beacon,"" a cut cool enough to personify the stride of a 1920s speakeasy boss, then jumped to a bluesy, '70s style ballad ""There is No Greater Love."" Less than 10 minutes later, Younge aimed the mic at 16-year-old Angela Muñoz, whose syllables were aided by a wispy snare as she sang with wisdom beyond her years. The group ended with the hopeful and key-heavy ""Mission.""

Younge and Muhammad first teamed up in 2013 on a Souls of Mischief album, and later joined forces to soundtrack Marvel's Luke Cage series. Based on the success of the Netflix series and the genre-hopping magic conjured at this Tiny Desk, it's clear why this new outfit deserves its own moment in the limelight.

Set List

""Black Beacon""
""There is No Greater Love"" feat. Loren Oden and Saudia Mills
""Bitches Do Voodoo"" feat. Angela Muñoz
""Mission""

Musicians
Adrian Younge (keys), Ali Shaheed Muhammad (bass), Jack Waterson (guitar), David Henderson (drums), Stephanie Yu (violin), Bryan Hernandez-Luch (violin), DeAndre Shaifer (trumpet), Jordan Pettay (saxophone)

Credits
Producers: Abby O'Neill, Morgan Noelle Smith; Creative Director: Bob Boilen; Audio Engineer: Josh Rogosin; Videographers: Morgan Noelle Smith, Bronson Arcuri, Maia Stern, Khun Minn Ohn; Production Assistants: Catherine Zhang, Téa Mottolese; Photo: Eslah Attar/NPR.",2018-07-18 13:08:23,https://www.youtube.com/watch?v=1PYNStp9jY0,NORMAL,https://i.ytimg.com/vi/1PYNStp9jY0/default.jpg,https://i.ytimg.com/vi/1PYNStp9jY0/mqdefault.jpg,https://i.ytimg.com/vi/1PYNStp9jY0/hqdefault.jpg,NPR Music,https://www.youtube.com/channel/UC4eYXhJI4-7wSWc8UNRwD4A
