video_id,title,description,published_at,video_link,category,image_120_90,image_320_180,image_480_360,owner,owner_url
f_dSlxgD2Fo,Nicholas Payton Trio: NPR Music Tiny Desk Concert,"Nov. 2, 2018 | Suraya Mohamed -- He should have been exhausted, but instead played the Tiny Desk with incredible stamina, holding a single trumpet note that lasted longer than most people can hold their breath. In the days just before this performance, Nicholas Payton played at the Joy of Jazz Festival in Johannesburg, South Africa, in Buenos Aires, Argentina, then Santiago, Chile and, finally, New York City. A member of his team drove them the four hours from NYC so he could nap in the car and be ready to play.

Payton dazzled the audience, simultaneously playing his trumpet and a Fender Rhodes. It's his signature, resonant sound. With the rest of his trio - the rhythmic precision of drummer Jonathan Barber and bassist Ben Williams - Payton's genius virtuosity captivated both faithful fans and anyone in the NPR crowd just discovering his music for the first time.

All three compositions in this set are from Payton's 2017 album, Afro-Caribbean Mixtape. ""It is often said that New Orleans is the northernmost region of the Caribbean,"" says Payton on his website. ""Africa is the source of all rhythms. The Afro-Caribbean Mixtape is a study of how those rhythms were dispersed by way of the Middle Passage throughout Cuba, Haiti, and Puerto Rico, then funneled through the mouthpiece of New Orleans to North America and the rest of the world.""

Racial constructs are notably relevant in the last tune, ""Jazz Is A Four-Letter Word,"" which was inspired by the autobiography of drummer and activist Max Roach. You can even hear Roach's sampled voice, fused into the infectious groove, a narrative of black consciousness on display. Ideology aside, the music was on point and the audience couldn't help but sing and clap as the trio took us out on a soulful rhythmic vamp.

Set List
""Kimathi""
""Othello""
""Jazz Is A Four-Letter Word""

Credits
Producers: Suraya Mohamed, Morgan Noelle Smith; Creative Director: Bob Boilen; Audio Engineer: Josh Rogosin; Videographers: Morgan Noelle Smith, Kaylee Domzalski, Beck Harlan; Editor: Production Assistant: Brie Martin; Photo: Cameron Pollack/NPR",2018-11-02 13:30:56,https://www.youtube.com/watch?v=f_dSlxgD2Fo,NORMAL,https://i.ytimg.com/vi/f_dSlxgD2Fo/default.jpg,https://i.ytimg.com/vi/f_dSlxgD2Fo/mqdefault.jpg,https://i.ytimg.com/vi/f_dSlxgD2Fo/hqdefault.jpg,NPR Music,https://www.youtube.com/channel/UC4eYXhJI4-7wSWc8UNRwD4A
tCrLnfwX088,Liniker e os Caramelows: NPR Music Tiny Desk Concert,"Oct. 29, 2018 | Felix Contreras -- Watching this performance is to witness a spell being cast, note-by-note. Liniker e os Caramelows (Liniker and the Caramelows) are from Brazil but steeped in the tradition of soul from here in the U.S. They started their turn behind the desk with the ballad ""Calmô,"" a testament to the power of slow songs dripping with soulful emotion. It was a bold statement of just who they are as a band and what they stand for.

You have to go back to the co-mingling of jazz and Brazilian music in the late 1950s to appreciate the affinity our two countries have had for each other musically. Lead vocalist Liniker Barros has obviously done her share of listening to soul singers and she effortlessly slides from lower registers to an emotional falsetto, though the Tiny Desk space did restrict the kind of vigorous floor show of dancing and moving from all the band members that I've seen at the bigger live performances they've done.

Liniker and the band shook things up to high-gear, Brazilian funk on the second part of ""Tua,"" complete with a mid-song, church-revival breakdown, featuring tenor sax. ""Remonta"" displayed the band's flexibility as they moved from ballad to a reggae bridge, eventually exploding into a majestic African-based Candomblé rhythmic finish.

This performance catches Liniker e os Caramelows as they spiral upwards toward wider acclaim and recognition. Seeing them this close helps to understand just how they cast their musical magic on their audiences.

Set List
""Calmô""
""Tua""
""Remonta""

Credits
Producers: Felix Contreras, Morgan Noelle Smith; Creative Director: Bob Boilen; Audio Engineer: Josh Rogosin; Videographers: Morgan Noelle Smith, Bronson Arcuri, CJ Riculan; Editor: Kaylee Domzalski; Production Assistant: Mary Mathis; Photo: Claire Harbage/NPR",2021-11-12 15:36:59,https://www.youtube.com/watch?v=tCrLnfwX088,NORMAL,https://i.ytimg.com/vi/tCrLnfwX088/default.jpg,https://i.ytimg.com/vi/tCrLnfwX088/mqdefault.jpg,https://i.ytimg.com/vi/tCrLnfwX088/hqdefault.jpg,NPR Music,https://www.youtube.com/channel/UC4eYXhJI4-7wSWc8UNRwD4A
KfDY0eodPMU,Jim James: NPR Music Tiny Desk Concert,"Oct. 26, 2018 | Bob Boilen -- A single voice can send a powerful message - and that's just what Jim James did at the Tiny Desk, with just his voice and an acoustic guitar. His lead-off song, ""I'm Amazed,"" comes from My Morning Jacket's 2008 album Evil Urges. It's a prophetic song in many ways - it speaks not only of a divided nation and the need for justice but also to the beauty in the life and plight of others. It's something Jim James would find greater appreciation for after he fell from a stage at a My Morning Jacket concert, just three days before Evil Urges was to be released, sustaining life-threatening injuries. It would be a life-changing event and the inspiration for his first solo album years later, in 2013, Regions of Light and Sound of God.

Jim James' second song at the Tiny Desk, ""Same Old Lie,"" comes from an album he released just days before the 2016 Presidential election. The lyrics take on a deeper meaning now, just days before the 2018 elections. ""It's the same old lie you been reading about / Bleeding out - now who's getting cheated out? / You best believe it's the silent majority / If you don't vote it's on you, not me.""

His closing tune, in what I think of as a purposeful trilogy for these political times, is from two albums he's released this year, Uniform Distortion and Uniform Clarity. The albums contain the same songs, performed with his blistering electric guitar on one and on the other, as here, acoustically. ""Over and Over"" is perfectly suited for ""The Future of Voting 2018"" tour he's embarked on. After 20-some odd years of putting out music, Jim James is full of fervor and compassion for others as he sings, ""How can we make / The same mistakes / and still carry on / Living the same we did yesterday / Have we learned nothing at all?""

Set List
""I'm Amazed""
""Same Old Lie""
""Over and Over""
Credits

Producers: Bob Boilen, Morgan Noelle Smith; Creative Director: Bob Boilen; Audio Engineers: Suraya Mohamed, Josh Rogosin; Videographers: Morgan Noelle Smith, Kaylee Domzalski; Editor: Kaylee Domzalski; Production Assistant: Brie Martin; Photo: Madeleine Cook/NPR",2018-10-29 15:27:18,https://www.youtube.com/watch?v=KfDY0eodPMU,NORMAL,https://i.ytimg.com/vi/KfDY0eodPMU/default.jpg,https://i.ytimg.com/vi/KfDY0eodPMU/mqdefault.jpg,https://i.ytimg.com/vi/KfDY0eodPMU/hqdefault.jpg,NPR Music,https://www.youtube.com/channel/UC4eYXhJI4-7wSWc8UNRwD4A
VERVVrzLSuo,Cautious Clay: Tiny Desk Concert,"Oct. 24, 2018 | Bob Boilen -- He came to the Tiny Desk with friends, a lot of friends. In fact, Josh Karpeh, best known in the music world as Cautious Clay, put together a backing vocal ensemble of friends he's known since his days as a music student at The George Washington University here in D.C. And so, with five singers - along with a drummer, keyboardist and a bassist - Cautious Clay brought a warm, thoughtful and chill vibe to the Tiny Desk.

I was first struck by Cautious Clay's charismatic spirit at a sold-out show in D.C. earlier this year. And while I was already captivated by his seemingly effortless singing, with hints of James Blake and Sampha, when he picked up his saxophone and, later, a flute, I was won over by his rich sound-palette. Here at the Tiny Desk, Cautious Clay opens with ""Cold War,"" a song that I interpret to be about commitments within relationships. The line, ""In it for the monetary growth and power / But we divided at the bottom of this whiskey sour"" shows the humor and insight that I love in his lyrics.

There's good reason why I'm so certain that this little-known artist will be well-known in the coming year: he's a bright talent, exploring music with a curiosity and invention that is genuine, without pretense and with intentions that aren't aimed at fame but rather meant for friends.

Set List
""Cold War""
""Call Me""
""Stolen Moments""

Musicians
Josh Karpeh (Guitar/vocals/Saxphone/flute), Chris Kyle (Guitar/bass guitar), Francesco Alessi (Drums), Eric Lane (Keyboard/keybass), Sanna Taskinen (vocals), Marianne Khattar (vocals), Sam East (vocals), Claire Miller (vocals), Michael Ferrier (vocals)

Credits
Producers: Bob Boilen, Maia Stern; Creative Director: Bob Boilen; Audio Engineer: Josh Rogosin; Videographers: Morgan Noelle Smith, Maia Stern, Bronson Arcuri, Kara Frame, Kaylee Domzalski; Production Assistant: Brie Martin; Photo: Emily Bogle/NPR",2018-10-24 13:43:09,https://www.youtube.com/watch?v=VERVVrzLSuo,NORMAL,https://i.ytimg.com/vi/VERVVrzLSuo/default.jpg,https://i.ytimg.com/vi/VERVVrzLSuo/mqdefault.jpg,https://i.ytimg.com/vi/VERVVrzLSuo/hqdefault.jpg,NPR Music,https://www.youtube.com/channel/UC4eYXhJI4-7wSWc8UNRwD4A
UlAa0dc-E4w,Chromeo: NPR Music Tiny Desk Concert,"Oct. 19, 2018 | Josh Rogosin -- Self-proclaimed ""Funklordz"" Chromeo played with a live band for the first time at the Tiny Desk. The duo usually performs their live shows over backing tracks with shimmering chrome guitars and keyboards mounted on mannequin lady legs. David Macklovitch (Dave 1) and Patrick Gemayel (P-Thugg) met when they were 15 while growing up in Montreal and have been cranking out the electro-funk jams ever since. On being Canadian, P-Thugg announced in his robot voice ""it's very, very cold"" to which Dave 1 quipped, ""it's cold... free healthcare."" At first glance, their Jewish and Arab partnership might seem unlikely. But their signature sounds are undeniably infectious, epitomized by P-Thugg's Talk Box - an instrument that transforms his vocals into robotic sounds.

With a nod to DC's own funky go-go music scene of the '70s, their band was outfitted in go-go-style matching uniforms custom embroidered with the words ""Funk Lordz"". The breakdown at the end of the song ""Don't Sleep"" was a fitting tribute to NPR's hometown, Washington, D.C.

The Philadelphia based line-up included keyboardist Eugene ""Man-Man"" Roberts and legendary percussionists Rashid Williams and Aaron Draper who have played with the likes of John Legend, Jill Scott, The Roots, Adele, and Erykah Badu. Eric Watley filled out the low end with Dave 1 on electric guitar and P-Thugg on bass, rounding out the sextet.

The band played three tracks from their fifth album, Head Over Heels. They tossed in the backbeat-thumping ""Jealous (I Ain't With It)"" from 2014's White Women in a medley that opened the energized set. Listening to Chromeo is a joyous affair. Watching them get funky with a stellar band behind The Desk for the very first time, it's impossible to sit still.

Set List
""Count Me Out/Jealous (I Ain't With It)""
""Don't Sleep""
""Must've Been""

Musicians
Dave 1 (Vocals/Guitar), P-Thugg (Bass/Talk Box), Eugene ""Man-Man"" Roberts (Keys), Rashid Williams (Drums), Eric ""E-Watt"" Whatley (Synth Bass), Aaron ""A-Drape"" Draper (Percussion)

Credits
Producers: Abby O'Neill, Morgan Noelle Smith; Creative Director: Bob Boilen; Audio Engineer: Josh Rogosin; Videographers: Morgan Noelle Smith, Maia Stern, Bronson Arcuri, Kaylee Domzalski; Production Assistant: Brie Martin; Photo: Cameron Pollack/NPR",2018-10-22 13:52:29,https://www.youtube.com/watch?v=UlAa0dc-E4w,NORMAL,https://i.ytimg.com/vi/UlAa0dc-E4w/default.jpg,https://i.ytimg.com/vi/UlAa0dc-E4w/mqdefault.jpg,https://i.ytimg.com/vi/UlAa0dc-E4w/hqdefault.jpg,NPR Music,https://www.youtube.com/channel/UC4eYXhJI4-7wSWc8UNRwD4A
qOxCOMtJbC8,Alfredo Rodríguez Trio: NPR Music Tiny Desk Concert,"Oct. 18, 2018 | Felix Contreras -- Cuban pianist Alfredo Rodríguez gave our office audience a very quick lesson on why pianists from that island nation are so impressive: they treat the piano as the percussion instrument it is. Rodríguez immediately let fly with an intense flurry of notes that were as melodic as they were rhythmic.

The mash up of European lyricism and Afro-Cuban percussion is at the heart of the Cuban piano tradition and it is very present in the first song. It wasn't long before Rodríguez dug deep into rapid-fire syncopation along with drummer Michael Olivera and guitarist/ bassist Munir Hossn.

Iconic music producer/composer Quincy Jones heard Rodríguez during a performance at a European jazz festival and took him under this wing, eventually signing him to Jones' management company. When you listen to the expansive and lyrical exploration of the second song in this Tiny Desk set, ""Bloom,"" it's easy to hear what captured Jones' attention.

The West Africa-based Yoruba spiritual tradition, commonly known as Santeria, infuses so much of Cuban daily life in music and Rodríguez closes with his take on the music dedicated to the Orisha Yemaya, the goddess of the ocean and all waters. The song's melody is a derivation of the song associated to Yemaya and the Tiny Desk trio explores the rhythms of the melody, up to and including the sing-along at the end.

Every exposure to Cuban music presents an opportunity to walk alongside historical music figures and Santeria spirits alike. This performance is no exception. Watching these three performances repeatedly reveals new musical turns that slowly reveal how Alfredo Rodríguez is making a name for himself, alongside two incredibly talented, like-minded band mates.

Set List
""Dawn""
""Bloom""
""Yemaya""

Credits
Producers: Felix Contreras, CJ Riculan; Creative Director: Bob Boilen; Audio Engineer: Josh Rogosin; Videographers: Morgan Noelle Smith, Kaylee Domzalski, CJ Riculan; Production Assistant: Brie Martin; Photo: Cameron Pollack/NPR",2018-10-22 13:50:54,https://www.youtube.com/watch?v=qOxCOMtJbC8,NORMAL,https://i.ytimg.com/vi/qOxCOMtJbC8/default.jpg,https://i.ytimg.com/vi/qOxCOMtJbC8/mqdefault.jpg,https://i.ytimg.com/vi/qOxCOMtJbC8/hqdefault.jpg,NPR Music,https://www.youtube.com/channel/UC4eYXhJI4-7wSWc8UNRwD4A
EkPrXL-H5Qc,Florence + the Machine: NPR Music Tiny Desk Concert,"Oct. 16, 2018 | Josh Rogosin -- Her nervousness was palpable and stood in stark contrast to her fully produced stage show. ""I'm sorry I'm shy,"" Florence Welch told the crowd of NPR family and friends gathered for her Tiny Desk performance. ""If this was a big gig, I'd probably be climbing all over here and running around.""

Opening with the song ""June,"" from Florence + the Machine's 2018 album High As Hope, Florence performed with her eyes closed. By the end of the three-song set, she fully embraced the experience and gave in to the rapturous audience. Within seconds of hearing her first note, the raw power of her un-amplified voice was chilling.

It's impossible to talk about Florence without her backing band. Tom Monger adds exquisite ethereal textures to the songs with his stunning mastery of the pedal harp. Hazel Mill's backing vocals and anthemic power chords on the keys accentuate the poignancy of the lyrics at just the right moments. And Robert Ackroyd's rhythmic, steady acoustic guitar drives the music forward.

But the intensity of the musicality is almost secondary to the message in her lyrics. Ear-worm melodies coupled with repetitive phrases create universal, awe-inspiring anthems. At the end of her first song, Florence implored the crowd to hold on to each other. In ""Patricia,"" she insisted it's such a wonderful thing to love. After 14 enchanting minutes, it's impossible to disagree.

Set List
""June""
""Patricia""
""Ship to Wreck""

Musicians
Florence Welch (Vocals), Tom Monger (Pedal Harp), Hazel Mills (Keyboard and Vocals), Robert Ackroyd (Guitar)

Credits
Producers: Bob Boilen, Josh Rogosin, Morgan Noelle Smith; Creative Director: Bob Boilen; Audio Engineer: Josh Rogosin; Videographers: Morgan Noelle Smith, CJ Riculan, Maia Stern, Kaylee Domzalski; Production Assistant: Brie Martin; Photo: Heather Kim/NPR",2018-10-16 18:48:07,https://www.youtube.com/watch?v=EkPrXL-H5Qc,NORMAL,https://i.ytimg.com/vi/EkPrXL-H5Qc/default.jpg,https://i.ytimg.com/vi/EkPrXL-H5Qc/mqdefault.jpg,https://i.ytimg.com/vi/EkPrXL-H5Qc/hqdefault.jpg,NPR Music,https://www.youtube.com/channel/UC4eYXhJI4-7wSWc8UNRwD4A
O70s9aV_9_Q,Café Tacvba: NPR Music Tiny Desk Concert,"Oct. 12, 2018 | Felix Contreras -- It's appropriate that the pioneering Mexican band Café Tacvba (Tacuba) start its set with ""Olita del Altamar"" (""Waves from the High Seas"") from the group's 2012 album El Objeto Antes Llamado Disco. It's essentially an incantation of the magic that transpired during their performance behind Bob Boilen's desk. The lyrics sing of the comings and goings of waves, symbolic of the passage of time and fueled by the Mexican folk rhythm son jarocho, a favorite of the band's since their start almost 30 years ago.

They then fast forward to ""Diente de León"" (""Dandelion""), from their 2017 album Jei Beibi. It's a majestic, stripped-down version that puts the emphasis back on the lyric, a plea for existential and environmental harmony using the metaphor of the weedy flower. 

As usual, lead vocalist Rubén Albarrán is a captivating central presence, evoking a sense of down-home camaraderie with his ever friendly smile that has become the band's most outward image. Having seen the band play in front of dedicated fans in massive stadiums in Mexico City, it's striking to see his movements limited to a few careful spins and dance steps while still managing to embody the intense energy of their music.

Their song ""Las Flores,"" from their 1994 album Re, slips into the ska groove that attracted fans to rock en Español in general and to Los Tacvbas in particular, a beat that captures the adventurous musical energy that swept all of Latin America in the early 1990s.

Not all bands would end their set with a power ballad, though very few bands hold their audience's attention and dedication like Café Tacvba. But that's just how they close their set, the four principal members together for almost 30 years, casting a musical spell that still captivates after all this time.

Set List
""Olita del Altamar""
""Diente de León""
""Las Flores""
""Que No""

Credits
Producers: Felix Contreras, Morgan Noelle Smith; Creative Director: Bob Boilen; Audio Engineer: Josh Rogosin; Videographers: Morgan Noelle Smith, Kara Frame, Kaylee Domzalski, CJ Riculan; Production Assistant: Brie Martin; Photo: Cameron Pollack/NPR",2018-10-15 13:22:30,https://www.youtube.com/watch?v=O70s9aV_9_Q,NORMAL,https://i.ytimg.com/vi/O70s9aV_9_Q/default.jpg,https://i.ytimg.com/vi/O70s9aV_9_Q/mqdefault.jpg,https://i.ytimg.com/vi/O70s9aV_9_Q/hqdefault.jpg,NPR Music,https://www.youtube.com/channel/UC4eYXhJI4-7wSWc8UNRwD4A
BdmgKq4Mw48,Big Boi: NPR Music Tiny Desk Concert,"Oct. 10, 2018 | Abby O'Neill -- The energy in the room was buoyant and vibrant from the moment they walked in the door. OutKast star Big Boi, Sleepy Brown of the prolific Atlanta production collective Organized Noize, and their eight-member backing band have been working together for 20-plus years, and their chemistry is instantaneous and undeniable.

These guys helped redefine the sound and style of hip-hop in the '90s, incorporating funk and psychedelia while transcending genre boundaries. As half of OutKast — still the only rap group ever to take home Album of the Year at the Grammys — Big Boi continues to thrive as a solo act, riding the charts with last year's Boomiverse and its hit single ""All Night.""

Big Boi played that infectious, horn-drenched banger at the Tiny Desk, and book-ended it with two of his best-known OutKast songs: ""So Fresh, So Clean"" from 2000's Stankonia and ""The Way You Move"" from 2003's Speakerboxxx/The Love Below. Along the way, he and his stellar supporting players just keep feeding off each other in a set that's bound to leave you smiling.

Personnel
Big Boi (lead vocals), Sleepy Brown (vocals), David Brown (guitar), Preston Crump (bass), Omar Phillips (drums), DJ Cutmaster Swift (turntables), Jason Freeman (trumpet), Jerry Freeman (trumpet), Keisha Williams (backing vocals), Terrance ""Scar"" Smith (backing vocals)

Set List
""So Fresh, So Clean""
""All Night""
""The Way You Move""

Credits
Producers: Abby O'Neill, Morgan Noelle Smith; Creative Director: Bob Boilen; Audio Engineer: Josh Rogosin; Videographers: Morgan Noelle Smith, Beck Harlan, Maia Stern, Kaylee Domzalski; Production Assistant: Brie Martin; Photo: Cameron Pollack/NPR",2018-10-10 15:03:19,https://www.youtube.com/watch?v=BdmgKq4Mw48,NORMAL,https://i.ytimg.com/vi/BdmgKq4Mw48/default.jpg,https://i.ytimg.com/vi/BdmgKq4Mw48/mqdefault.jpg,https://i.ytimg.com/vi/BdmgKq4Mw48/hqdefault.jpg,NPR Music,https://www.youtube.com/channel/UC4eYXhJI4-7wSWc8UNRwD4A
6m0lk3M3_Ts,Cory Henry & The Funk Apostles: NPR Music Tiny Desk Concert,"Oct. 5, 2018 | Felix Contreras -- There's so much joy in the sound of the Hammond organ, especially for those of us of a certain age. Hearing it can transport you to the early '70s, when every rock band seemed to have one in its arsenal: The Allman Brothers, Santana, Deep Purple. In the hands of true masters — like the late Billy Preston and the very-much-alive Booker T. Jones — the organ can be a melodic, funky rhythm machine.

Cory Henry's name belongs in the same breath as the Hammond organ masters of the past. The instrument creates the central sound of his dynamic, neo-soul- and funk-infused musical identity, and he opens his turn behind the Tiny Desk with what feels like an encore: the full-on soul assault of ""Love Will Find a Way."" The song twists and turns, then winds up as a full-on celebration — and it's only the first song in his set.

Henry's keyboard skills are on full display during a synth solo in ""Trade It All,"" which also spotlights his entire band. To my mind, they'd have sounded right at home on Stax Records in the '70s — no small accomplishment. ""Send Me a Sign"" then showcases some of the roots of Henry's songwriting; it's inspired by church sermons that bloom into group sing-alongs. Just another way Cory Henry digs way back to give us something new and exciting.

Set List

""Love Will Find a Way""
""Trade It All""
""Send Me Sign""

Credits
Producers: Abby O'Neill, Morgan Noelle Smith; Creative Director: Bob Boilen; Audio Engineer: Josh Rogosin; Videographers: Colin Marshall, Beck Harlan, Bronson Arcuri, Kara Frame; Production Assistants: Marissa Lorusso and Fernando Gallardo; Photo: NPR",2018-10-05 13:14:39,https://www.youtube.com/watch?v=6m0lk3M3_Ts,NORMAL,https://i.ytimg.com/vi/6m0lk3M3_Ts/default.jpg,https://i.ytimg.com/vi/6m0lk3M3_Ts/mqdefault.jpg,https://i.ytimg.com/vi/6m0lk3M3_Ts/hqdefault.jpg,NPR Music,https://www.youtube.com/channel/UC4eYXhJI4-7wSWc8UNRwD4A
LTzmjU8aOR4,Saba: NPR Music Tiny Desk Concert,"Oct. 1, 2018 | Rodney Carmichael -- Every Tiny Desk is special, but sometimes the stars align and we're treated to an artist just as he's coming into his own. Six months after releasing Care For Me — a sophomore studio LP on which Saba transforms his survivor's guilt into something equal parts traumatic and transcendent — the Chicago native paid a visit to Tiny Desk. His performance at NPR's Washington, D.C. headquarters came just two days after he announced his first tour of Australia, New Zealand, Japan and Korea, scheduled to begin in November. It's an incredible achievement for an independent artist who released one of 2018's best hip-hop albums without the benefit, or creative constraints, that come with major-label backing.

To help translate Care For Me live, Saba brought along a band consisting of the same musicians who helped bring his album to life in the studio — including Daoud Anthony and daedaePivot, who produced the entire LP with him; instrumentalists Cheflee and Brandon Farmer; theMIND and Kaina, who contributed vocals on the record; and another featured vocalist and special guest that Saba took extra pride in introducing.

""You're not gonna believe me when I say it,"" he prepped the crowd, turning to the tall man wearing the Saba tee and Panama hat. ""This is Chandlar, my father."" Fans of the album may be familiar with Saba's references to his dad on the songs ""Life"" and ""Prom / King"" — the epic seven-and-a-half minute eulogy to Saba's cousin and Pivot Gang rap collective founding member, John Walt, whose 2017 murder serves as the impetus for Care For Me. But Chandlar is also an accomplished soul singer, songwriter and producer in his own right, as well as one of Saba's earliest musical influences.

In a live set that proved to be as resonant as Care, Saba and his band showcased the album's emotional depth and range with stark juxtaposition, like the sound of the bright hook on album closer, ""Heaven All Around Me,"" set against a particularly haunting version of ""Life."" It's a Tiny Desk testament from an artist whose future feels as promising as his pen.

Set List
""Busy/Sirens""
""Logout""
""Heaven All Around Me/Life""

Musicians
Daoud Anthony, Dylan Frank, Kaina Castillo, Imari Mubarak, Noah Frank, Michael Chandler, Tahj Chandler, Brandon Farmer, Zarif Wilder

Credits
Producers: Rodney Carmichael, Morgan Noelle Smith; Creative Director: Bob Boilen; Audio Engineer: Josh Rogosin; Videographers: Morgan Noelle Smith, Beck Harlan, Bronson Arcuri, CJ Riculan; Editor: Kaylee Domzalski; Production Assistants: Ema Sagner, Fernando Gallardo; Photo: Morgan Noelle Smith/NPR",2018-10-01 15:41:16,https://www.youtube.com/watch?v=LTzmjU8aOR4,NORMAL,https://i.ytimg.com/vi/LTzmjU8aOR4/default.jpg,https://i.ytimg.com/vi/LTzmjU8aOR4/mqdefault.jpg,https://i.ytimg.com/vi/LTzmjU8aOR4/hqdefault.jpg,NPR Music,https://www.youtube.com/channel/UC4eYXhJI4-7wSWc8UNRwD4A
NkmGue2WQyg,Cécile McLorin Salvant: NPR Music Tiny Desk Concert,"Sept. 25, 2018 | Suraya Mohamed -- Standing behind the Tiny Desk with only pianist Sullivan Fortner by her side, jazz singer Cécile McLorin Salvant remarked that she hadn't been this nervous in a while. But it was hard to tell: She embraced the discomfort with ease, taking command of the space with a calm demeanor and spiritual presence that felt both humble and persuasive.

From listening to McLorin Salvant's exquisite performance here, I also couldn't tell that when she was 15, she was listening to Alice in Chains, sported a Mohawk and was into what she calls ""radical feminist punk stuff,"" as she told NPR after the performance. ""Sometimes I still really like Bikini Kill, and I still have my little Pearl Jam grunge moments.""

What can be heard in each song is a seasoned jazz singer with a vast vocal range, meticulous technical execution and a superb classical vocal foundation, which actually began when she was just 8. Her background in classical piano is evident in the inventive harmonic and melodic construction of the first three songs heard here; all are romantically themed McLorin Salvant compositions from her third album, For One to Love, recorded in 2015. The record won her a 2016 Grammy for Best Jazz Vocal Album.

McLorin Salvant closes with ""Omie Wise,"" an American folk song that tells the tragic story of murder victim Naomi Wise and her husband and killer, John Lewis:

Then pushed her in deep waters where he knew that she would drown

He jumped on his pony and away he did ride

The screams of little Omie went down by his side.

Feminist themes are common in McLorin Salvant's music, and while ""Omie Wise"" addresses gender-based violence, she says she sings difficult songs like this to address an important historical legacy. ""We don't sing to our kids and we don't know any of our folk music anymore,"" McLorin Salvant says. ""But like all of the history of race songs, coon songs, minstrel music, music from Vaudeville, all of that is like, 'No, we're not going to address that — that's too ugly.'""

While the words in ""Omie Wise"" hit hard, the ballad's melody — like all of the other music played here — is nothing but beautiful. McLorin Salvant's fifth album, a duo record with Fortner, comes out Sept. 28. 

Set List
""Fog""
""Look At Me""
""Monday""
""Omie Wise""

Credits
Producers: Suraya Mohamed, Morgan Noelle Smith; Creative Director: Bob Boilen; Audio Engineer: Josh Rogosin; Videographers: Morgan Noelle Smith, Khun Minn Ohn; Production Assistant: Catherine Zhang; Photo: Samantha Clark/NPR",2018-09-25 18:08:58,https://www.youtube.com/watch?v=NkmGue2WQyg,NORMAL,https://i.ytimg.com/vi/NkmGue2WQyg/default.jpg,https://i.ytimg.com/vi/NkmGue2WQyg/mqdefault.jpg,https://i.ytimg.com/vi/NkmGue2WQyg/hqdefault.jpg,NPR Music,https://www.youtube.com/channel/UC4eYXhJI4-7wSWc8UNRwD4A
ZLqXimltxsg,Anthony Roth Costanzo: NPR Music Tiny Desk Concert,"Sept. 21, 2018 | Tom Huizenga -- Anthony Roth Costanzo is a feisty performer who knows a thing or two about busting down barriers in classical music. After all, opera singers don't normally belt out arias behind office desks, and they don't insist on lugging harpsichords with them. They also don't routinely sing in Bronx middle school classrooms and get students talking about emotions. But Costanzo is fearless. (And after seeing this amazing Tiny Desk performance, watch him melt the hearts of distracted sixth-graders.)

A word about Costanzo's voice. He is a countertenor, a man who sings in the range of a female alto. The roots of the tradition date way back to the 1500s, when young male singers, called ""castrati,"" were castrated in order to preserve their high, flexible voices.

""I've managed to do it without castration,"" Costanzo joked to the audience of NPR staffers. These days, countertenors sing in falsetto, and while as recently as 30 years ago it was considered something of an androgynous novelty, now countertenors are part and parcel of the opera world. (We've even hosted a countertenor before at the Tiny Desk.)

Costanzo performs songs from his new album, which pairs music by George Frideric Handel with Philip Glass. Strange bedfellows perhaps, and born more than 250 years apart, but somehow Glass' repetitive, staccato beats and Handel's long, flowing melodies manage to shake hands across the centuries.

One obvious common thread is the arrangements, by Nicholas DeMaison, that Costanzo commissioned expressly for this performance, featuring harpsichordist Bryan Wagorn (playing a beautiful double-manual French-styled instrument built by Thomas and Barbara Wolf), along with flutist Alice Teyssier and bassoonist Rebekah Heller.

Glass' ""Liquid Days,"" begins with a recitative introduction, similar to a Handel aria. But the lyrics, by David Byrne, depict love, in all its quotidian splendor, as a character who ""could use a shave"" and ""watches TV."" ""Pena tiranna,"" from Handel's undervalued Amadigi di Gaula, is a compelling example of how well the composer can spin a gorgeous melody to evoke the deepest anguish, while Glass' ""In the Arc of Your Mallet,"" with a text by the 13th-century Persian poet Rumi, speaks of longing in sexy undertones.

Costanzo's agile voice, with its polished tone and patrician phrasing, is a singular reminder that we live in a golden age of countertenors – guys who sing high in music both ancient and modern.

Set List
""Glass: Liquid Days""
""Handel: Pena tiranna (From 'Amadigi di Gaula')""
""Glass: In the Arc of Your Mallet (from 'Monsters of Grace')""

Credits
Producers: Tom Huizenga, Morgan Noelle Smith; Creative Director: Bob Boilen; Audio Engineer: Josh Rogosin; Videographers: Morgan Noelle Smith, Bronson Arcuri, Khun Minn Ohn; Production Assistants: Catherine Zhang, Téa Mottolese; Photo: Morgan Noelle Smith/NPR",2018-09-21 14:47:40,https://www.youtube.com/watch?v=ZLqXimltxsg,NORMAL,https://i.ytimg.com/vi/ZLqXimltxsg/default.jpg,https://i.ytimg.com/vi/ZLqXimltxsg/mqdefault.jpg,https://i.ytimg.com/vi/ZLqXimltxsg/hqdefault.jpg,NPR Music,https://www.youtube.com/channel/UC4eYXhJI4-7wSWc8UNRwD4A
